Node,Community,length_column
2579,"[282, 62]",2
2580,"[282, 62]",2
2581,"[282, 62]",2
2582,"[669, 62]",2
2583,"[893, 62]",2
2586,"[3, 62]",2
2588,"[282, 669]",2
2589,"[3, 62]",2
2590,"[1721, 62]",2
2593,"[8, 62]",2
2594,"[8, 62]",2
2474,"[282, 62]",2
2470,"[282, 62]",2
2275,"[685, 62]",2
2318,"[1721, 62]",2
2320,"[62, 7]",2
2321,"[62, 7]",2
2322,"[62, 7]",2
2323,"[1721, 62]",2
2324,"[62, 7]",2
2326,"[1721, 62]",2
2327,"[62, 7]",2
2328,"[1721, 62]",2
2329,"[1721, 62]",2
2330,"[1721, 62]",2
2331,"[1721, 62]",2
2332,"[1721, 62]",2
2333,"[1721, 62]",2
5867,"[62, 7]",2
5866,"[1721, 62]",2
2337,"[62, 7]",2
2338,"[1721, 62]",2
2339,"[1721, 62]",2
2340,"[1721, 62]",2
2341,"[62, 7]",2
2343,"[1721, 62]",2
2344,"[62, 7]",2
2346,"[62, 7]",2
2350,"[3, 62]",2
2351,"[3, 62]",2
2353,"[282, 62]",2
2354,"[3, 62]",2
2319,"[62, 7]",2
2317,"[1721, 62]",2
2357,"[3, 62]",2
2316,"[62, 7]",2
2276,"[62, 31]",2
2280,"[59, 62]",2
2283,"[685, 62]",2
6034,"[5672, 62]",2
2286,"[282, 62]",2
2287,"[62, 22]",2
2289,"[282, 62]",2
2290,"[8, 62]",2
2291,"[8, 62]",2
2292,"[8, 62]",2
2294,"[8, 62]",2
2295,"[8, 62]",2
5874,"[1721, 62]",2
2298,"[1721, 62]",2
2299,"[62, 7]",2
5873,"[1721, 62]",2
2301,"[62, 7]",2
2304,"[62, 7]",2
2305,"[62, 7]",2
2306,"[62, 7]",2
2308,"[62, 7]",2
2309,"[62, 7]",2
2310,"[62, 7]",2
2311,"[1721, 62]",2
2312,"[1721, 62]",2
2313,"[62, 7]",2
2315,"[62, 7]",2
2355,"[3, 62]",2
2358,"[3, 62]",2
2469,"[282, 62]",2
5845,"[5672, 62]",2
5842,"[5672, 62]",2
5839,"[62, 7]",2
5838,"[5672, 62]",2
5836,"[5672, 62]",2
5832,"[5672, 62]",2
5831,"[5672, 62]",2
2419,"[5672, 62]",2
5825,"[5672, 62]",2
5827,"[1721, 62]",2
5823,"[1721, 62]",2
2788,"[5672, 62]",2
2436,"[685, 62]",2
2439,"[62, 31]",2
2440,"[62, 7]",2
2443,"[282, 62]",2
2444,"[62, 31]",2
2448,"[62, 22]",2
2449,"[282, 62]",2
2450,"[8, 62]",2
2453,"[282, 62]",2
2456,"[282, 62]",2
2457,"[282, 62]",2
2459,"[282, 62]",2
2462,"[282, 62]",2
2464,"[62, 55]",2
2466,"[282, 62]",2
2468,"[282, 62]",2
2406,"[5672, 62]",2
2404,"[5672, 62]",2
2359,"[3, 62]",2
2402,"[5672, 62]",2
2360,"[282, 62]",2
2361,"[62, 23]",2
2362,"[1721, 62]",2
2363,"[1721, 62]",2
2367,"[1721, 62]",2
2368,"[5672, 62]",2
2369,"[1721, 62]",2
2370,"[1721, 62]",2
2371,"[1721, 62]",2
2372,"[5672, 62]",2
2374,"[5672, 62]",2
2375,"[5672, 62]",2
2376,"[5672, 62]",2
2377,"[5672, 62]",2
2378,"[5672, 62]",2
5932,"[1721, 62]",2
2384,"[685, 62]",2
2385,"[685, 62]",2
2388,"[3, 62]",2
2389,"[282, 62]",2
2390,"[685, 62]",2
6435,"[62, 7]",2
2397,"[685, 62]",2
2398,"[5672, 62]",2
2399,"[5672, 62]",2
2400,"[5672, 62]",2
2401,"[5672, 62]",2
3244,"[5672, 62]",2
3325,"[62, 7]",2
3246,"[8, 62]",2
4330,"[62, 7]",2
4315,"[5672, 62]",2
5297,"[5672, 62]",2
4317,"[1721, 62]",2
5072,"[62, 7]",2
4320,"[1721, 62]",2
4321,"[8, 62]",2
4676,"[685, 62]",2
5196,"[8, 62]",2
5070,"[1721, 62]",2
4763,"[8, 62]",2
5068,"[62, 23]",2
5149,"[62, 7]",2
4329,"[62, 7]",2
5067,"[760, 62]",2
4353,"[62, 7]",2
4332,"[5672, 62]",2
4335,"[5672, 62]",2
4336,"[5672, 62]",2
4337,"[5672, 62]",2
4592,"[5672, 62]",2
4338,"[62, 23]",2
4342,"[8, 62]",2
4468,"[8, 62]",2
4346,"[8, 62]",2
4348,"[62, 7]",2
4349,"[62, 7]",2
4350,"[62, 7]",2
4351,"[62, 7]",2
5074,"[1721, 62]",2
4313,"[5672, 62]",2
4312,"[5672, 62]",2
4311,"[5672, 62]",2
4272,"[62, 7]",2
4273,"[62, 7]",2
4274,"[62, 7]",2
4276,"[62, 7]",2
4278,"[8, 62]",2
4280,"[8, 62]",2
4281,"[5672, 62]",2
4284,"[62, 7]",2
4285,"[62, 7]",2
4286,"[62, 7]",2
5096,"[8, 62]",2
4293,"[62, 7]",2
5089,"[8, 62]",2
5087,"[8, 62]",2
5086,"[8, 62]",2
4295,"[3, 62]",2
5083,"[8, 62]",2
5082,"[669, 62]",2
5024,"[8, 62]",2
5910,"[5672, 62]",2
5080,"[8, 62]",2
5875,"[1721, 62]",2
5076,"[1721, 62]",2
4307,"[760, 62]",2
5075,"[1721, 62]",2
4309,"[5672, 62]",2
4310,"[5672, 62]",2
4352,"[62, 7]",2
4355,"[1721, 62]",2
4454,"[8, 62]",2
5014,"[5672, 62]",2
4418,"[62, 7]",2
4419,"[760, 62]",2
4420,"[760, 62]",2
4422,"[62, 7]",2
4424,"[62, 7]",2
4425,"[1721, 62]",2
4426,"[1721, 62]",2
5018,"[282, 62]",2
4430,"[1721, 62]",2
4432,"[1721, 62]",2
4433,"[1721, 62]",2
5015,"[669, 62]",2
4435,"[1721, 62]",2
4437,"[1721, 62]",2
4361,"[760, 62]",2
5013,"[5672, 62]",2
5012,"[1721, 62]",2
4440,"[5672, 62]",2
5011,"[1721, 62]",2
4442,"[5672, 62]",2
5010,"[1721, 62]",2
4444,"[5672, 62]",2
4445,"[760, 62]",2
4447,"[5672, 62]",2
4448,"[5672, 62]",2
4449,"[5672, 62]",2
4700,"[1721, 62]",2
5009,"[5672, 62]",2
4417,"[760, 62]",2
4414,"[760, 62]",2
4413,"[8, 62]",2
5025,"[62, 7]",2
4362,"[282, 62]",2
4450,"[282, 62]",2
4364,"[8, 62]",2
4365,"[8, 62]",2
4366,"[8, 62]",2
4367,"[8, 62]",2
4368,"[8, 62]",2
4369,"[8, 62]",2
4370,"[8, 62]",2
5047,"[5672, 62]",2
5046,"[1721, 62]",2
5045,"[187, 62]",2
4381,"[62, 23]",2
5044,"[1721, 62]",2
4389,"[760, 62]",2
4391,"[760, 62]",2
4394,"[187, 62]",2
4395,"[760, 62]",2
5037,"[8, 62]",2
4397,"[760, 62]",2
4398,"[62, 863]",2
4399,"[8, 62]",2
4400,"[760, 62]",2
4402,"[760, 62]",2
4403,"[8, 62]",2
4409,"[5672, 62]",2
4411,"[62, 7]",2
5094,"[8, 1721]",2
4269,"[62, 23]",2
5098,"[62, 7]",2
5154,"[5672, 1721]",2
4146,"[8, 62]",2
4147,"[8, 62]",2
4148,"[8, 62]",2
4149,"[8, 62]",2
4150,"[62, 863]",2
4151,"[8, 62]",2
4152,"[62, 863]",2
4153,"[8, 62]",2
4154,"[62, 7]",2
4155,"[8, 62]",2
4156,"[8, 62]",2
4157,"[62, 7]",2
4158,"[62, 7]",2
4160,"[62, 7]",2
4267,"[282, 62]",2
4161,"[62, 7]",2
4162,"[62, 7]",2
4163,"[62, 7]",2
4164,"[62, 7]",2
4868,"[62, 7]",2
5153,"[1721, 62]",2
4166,"[282, 62]",2
4167,"[760, 62]",2
5152,"[5672, 62]",2
4172,"[62, 7]",2
5148,"[1721, 62]",2
4175,"[62, 7]",2
4176,"[282, 62]",2
5155,"[1721, 62]",2
4143,"[8, 62]",2
4141,"[8, 62]",2
4140,"[8, 62]",2
4101,"[8, 62]",2
4102,"[68, 62]",2
4103,"[8, 62]",2
4104,"[8, 62]",2
4105,"[8, 62]",2
4107,"[8, 62]",2
4110,"[8, 62]",2
4111,"[8, 62]",2
4113,"[8, 62]",2
4114,"[8, 62]",2
4117,"[8, 62]",2
4118,"[8, 62]",2
4119,"[8, 62]",2
5160,"[5672, 62]",2
4122,"[8, 62]",2
4123,"[760, 62]",2
5159,"[1721, 62]",2
4125,"[8, 62]",2
4126,"[8, 62]",2
4127,"[8, 62]",2
4128,"[8, 62]",2
4130,"[8, 62]",2
4131,"[8, 62]",2
4132,"[8, 62]",2
4134,"[8, 62]",2
5157,"[1721, 62]",2
4138,"[8, 62]",2
4177,"[8, 62]",2
4486,"[8, 62]",2
5191,"[8, 62]",2
5126,"[1721, 62]",2
4228,"[282, 62]",2
5123,"[5672, 62]",2
4231,"[62, 7]",2
4232,"[760, 62]",2
4233,"[62, 23]",2
4234,"[62, 23]",2
5122,"[5672, 62]",2
4238,"[5672, 62]",2
5119,"[5672, 62]",2
5118,"[5672, 62]",2
5117,"[5672, 62]",2
4915,"[1721, 62]",2
5114,"[5672, 62]",2
5113,"[5672, 62]",2
5669,"[5672, 62]",2
5111,"[5672, 62]",2
5110,"[5672, 62]",2
5109,"[5672, 62]",2
4246,"[62, 7]",2
4249,"[5672, 62]",2
5106,"[8, 62]",2
4251,"[62, 22]",2
5315,"[62, 7]",2
4253,"[203, 62]",2
4262,"[62, 22]",2
5100,"[62, 7]",2
5099,"[1721, 62]",2
4226,"[8, 62]",2
5128,"[8, 62]",2
4180,"[282, 62]",2
4218,"[1721, 62]",2
5509,"[282, 62]",2
5145,"[760, 62]",2
4182,"[282, 62]",2
5144,"[8, 62]",2
4184,"[8, 62]",2
4185,"[8, 62]",2
4186,"[8, 62]",2
5141,"[8, 62]",2
4188,"[3, 62]",2
4192,"[282, 62]",2
4265,"[282, 62]",2
4193,"[8, 62]",2
4194,"[8, 62]",2
4197,"[1721, 62]",2
4198,"[62, 7]",2
4200,"[62, 7]",2
4202,"[1721, 7]",2
4203,"[62, 7]",2
4204,"[62, 7]",2
4208,"[62, 7]",2
5135,"[62, 7]",2
4971,"[1721, 62]",2
4211,"[8, 62]",2
5133,"[1721, 62]",2
4213,"[8, 62]",2
4214,"[8, 62]",2
4215,"[8, 62]",2
4545,"[282, 62]",2
5002,"[1721, 62]",2
4099,"[8, 62]",2
4713,"[1721, 62]",2
4874,"[62, 7]",2
4696,"[8, 62]",2
4697,"[8, 62]",2
4893,"[62, 7]",2
4699,"[1721, 62]",2
4703,"[1721, 62]",2
4704,"[1721, 62]",2
4705,"[1721, 62]",2
4707,"[1721, 62]",2
4903,"[1721, 62]",2
4709,"[1721, 62]",2
4711,"[5672, 62]",2
4712,"[5672, 62]",2
4714,"[1721, 62]",2
4735,"[62, 7]",2
4716,"[5672, 62]",2
4870,"[62, 7]",2
4718,"[5672, 62]",2
4891,"[62, 7]",2
4954,"[62, 7]",2
4723,"[8, 62]",2
4724,"[62, 7]",2
4876,"[62, 7]",2
4863,"[62, 7]",2
4862,"[8, 62]",2
4946,"[62, 7]",2
4732,"[8, 62]",2
4733,"[62, 7]",2
5028,"[62, 7]",2
4912,"[1721, 62]",2
4692,"[1721, 62]",2
4691,"[8, 62]",2
4652,"[5672, 62]",2
4653,"[5672, 62]",2
4654,"[5672, 62]",2
4655,"[5672, 62]",2
4656,"[5672, 62]",2
4658,"[5672, 62]",2
4659,"[5672, 62]",2
4888,"[62, 7]",2
4662,"[1721, 62]",2
4664,"[669, 62]",2
4667,"[5672, 62]",2
4668,"[187, 62]",2
4669,"[5672, 62]",2
4883,"[62, 7]",2
4671,"[5672, 62]",2
4882,"[62, 7]",2
4880,"[5672, 62]",2
4675,"[5672, 62]",2
4878,"[62, 7]",2
4680,"[62, 22]",2
4877,"[1721, 62]",2
4685,"[203, 62]",2
5220,"[62, 7]",2
4687,"[282, 62]",2
4875,"[62, 7]",2
4689,"[282, 62]",2
4690,"[282, 62]",2
4734,"[8, 62]",2
4861,"[62, 7]",2
4458,"[8, 62]",2
4806,"[62, 7]",2
5552,"[8, 62]",2
4787,"[5672, 62]",2
4843,"[62, 7]",2
4789,"[5672, 62]",2
4790,"[187, 62]",2
4842,"[62, 7]",2
4840,"[1721, 62]",2
4796,"[62, 7]",2
4838,"[62, 7]",2
4798,"[62, 22]",2
4800,"[8, 62]",2
5916,"[5672, 62]",2
4804,"[62, 7]",2
4807,"[1721, 62]",2
4737,"[8, 62]",2
4808,"[62, 7]",2
5032,"[282, 62]",2
4811,"[8, 62]",2
5594,"[62, 7]",2
4813,"[1721, 62]",2
4832,"[8, 62]",2
4816,"[8, 62]",2
5237,"[5672, 62]",2
4818,"[8, 62]",2
4819,"[8, 62]",2
4822,"[8, 62]",2
4828,"[62, 7]",2
4824,"[8, 62]",2
4783,"[5672, 62]",2
4780,"[62, 7]",2
4924,"[1721, 62]",2
4778,"[5672, 62]",2
4738,"[62, 7]",2
4860,"[62, 7]",2
4741,"[62, 7]",2
4745,"[8, 62]",2
4854,"[282, 62]",2
4853,"[203, 62]",2
4748,"[8, 62]",2
4750,"[8, 62]",2
4751,"[62, 7]",2
5907,"[1721, 62]",2
4755,"[282, 62]",2
4758,"[62, 7]",2
4760,"[62, 7]",2
5257,"[1721, 62]",2
4762,"[282, 62]",2
4764,"[8, 62]",2
4770,"[8, 62]",2
5183,"[5672, 62]",2
4766,"[8, 62]",2
4767,"[62, 7]",2
4847,"[8, 62]",2
4769,"[62, 7]",2
4772,"[1721, 62]",2
4773,"[5672, 62]",2
4775,"[5672, 62]",2
4776,"[5672, 62]",2
6414,"[62, 7]",2
4650,"[1721, 62]",2
4892,"[62, 7]",2
4649,"[62, 22]",2
4525,"[62, 7]",2
4987,"[1721, 62]",2
4986,"[1721, 62]",2
4510,"[282, 62]",2
4982,"[62, 7]",2
4930,"[282, 62]",2
4515,"[8, 62]",2
4517,"[8, 62]",2
4977,"[187, 62]",2
4975,"[282, 62]",2
4520,"[62, 863]",2
4522,"[8, 62]",2
5140,"[8, 62]",2
4524,"[62, 7]",2
4526,"[62, 7]",2
4648,"[3, 62]",2
4527,"[1721, 62]",2
4528,"[5672, 62]",2
4529,"[5672, 62]",2
4530,"[5672, 62]",2
4532,"[5672, 62]",2
4970,"[5672, 62]",2
4534,"[5672, 62]",2
4968,"[8, 62]",2
4537,"[5672, 62]",2
4538,"[5672, 62]",2
4539,"[5672, 62]",2
4541,"[5672, 62]",2
4542,"[5672, 62]",2
4988,"[1721, 62]",2
4505,"[8, 62]",2
4989,"[1721, 62]",2
4581,"[3, 62]",2
5000,"[1721, 62]",2
4461,"[8, 62]",2
4462,"[8, 62]",2
4465,"[8, 62]",2
4999,"[1721, 62]",2
4467,"[8, 62]",2
4471,"[8, 62]",2
4472,"[8, 62]",2
4473,"[62, 7]",2
4474,"[8, 62]",2
4475,"[8, 62]",2
4476,"[62, 863]",2
4478,"[8, 62]",2
4481,"[8, 62]",2
4997,"[1721, 62]",2
4484,"[8, 62]",2
3562,"[1721, 62]",2
4487,"[8, 62]",2
4489,"[8, 62]",2
4490,"[8, 62]",2
4491,"[8, 62]",2
4492,"[8, 62]",2
4493,"[62, 22]",2
4496,"[8, 62]",2
4497,"[8, 62]",2
4500,"[62, 7]",2
4501,"[3, 62]",2
4544,"[5672, 62]",2
4546,"[282, 62]",2
4548,"[8, 62]",2
4600,"[62, 31]",2
4604,"[5672, 62]",2
4934,"[62, 7]",2
4933,"[62, 7]",2
4932,"[62, 7]",2
4608,"[5672, 62]",2
4931,"[1721, 62]",2
4928,"[5672, 62]",2
4925,"[1721, 62]",2
4923,"[1721, 62]",2
4922,"[1721, 62]",2
4617,"[8, 62]",2
4921,"[1721, 62]",2
4920,"[1721, 62]",2
4919,"[1721, 62]",2
4621,"[5672, 62]",2
4917,"[1721, 62]",2
4916,"[1721, 62]",2
4913,"[1721, 62]",2
4911,"[1721, 62]",2
4909,"[1721, 62]",2
4631,"[5672, 62]",2
4907,"[1721, 62]",2
4906,"[1721, 62]",2
4900,"[62, 7]",2
4898,"[62, 7]",2
4897,"[62, 7]",2
4646,"[62, 7]",2
4936,"[1721, 62]",2
4599,"[1721, 62]",2
4964,"[282, 62]",2
4938,"[1721, 62]",2
4507,"[282, 62]",2
4551,"[5672, 62]",2
4554,"[5672, 62]",2
4961,"[8, 62]",2
5235,"[760, 5672]",2
4561,"[1721, 62]",2
4957,"[62, 7]",2
5254,"[62, 7]",2
4952,"[1721, 62]",2
5008,"[1721, 62]",2
4949,"[1721, 62]",2
4947,"[1721, 62]",2
4944,"[62, 7]",2
4578,"[8, 62]",2
4579,"[8, 62]",2
4695,"[8, 62]",2
4940,"[1721, 62]",2
5200,"[5672, 62]",2
4587,"[5672, 62]",2
4588,"[5672, 62]",2
4589,"[5672, 62]",2
4591,"[5672, 62]",2
4593,"[5672, 62]",2
4594,"[5672, 62]",2
4595,"[5672, 62]",2
4596,"[5672, 62]",2
4597,"[5672, 62]",2
5164,"[1721, 62]",2
4097,"[8, 62]",2
3247,"[8, 62]",2
5436,"[1721, 62]",2
3524,"[282, 62]",2
5447,"[5672, 62]",2
5446,"[5672, 62]",2
3533,"[62, 22]",2
3534,"[282, 62]",2
5440,"[1721, 62]",2
3536,"[3, 62]",2
3537,"[282, 62]",2
3541,"[62, 22]",2
3549,"[282, 62]",2
3544,"[282, 62]",2
3545,"[282, 62]",2
3546,"[8, 62]",2
5434,"[62, 7]",2
5311,"[1721, 62]",2
3553,"[3, 62]",2
5433,"[5672, 62]",2
3892,"[3, 62]",2
5432,"[5672, 62]",2
3558,"[3, 62]",2
3561,"[3, 62]",2
4810,"[3, 62]",2
5426,"[1721, 62]",2
3570,"[62, 22]",2
5421,"[62, 7]",2
5420,"[62, 7]",2
3576,"[8, 62]",2
5418,"[5672, 62]",2
4577,"[282, 62]",2
5731,"[5672, 62]",2
4191,"[760, 62]",2
3516,"[3, 62]",2
3531,"[3, 62]",2
4469,"[8, 62]",2
3463,"[62, 22]",2
3467,"[3, 62]",2
3470,"[3, 62]",2
3472,"[3, 62]",2
5478,"[5672, 62]",2
3478,"[3, 62]",2
5475,"[5672, 62]",2
3522,"[282, 62]",2
3484,"[62, 7]",2
3485,"[1721, 62]",2
3488,"[62, 7]",2
3489,"[1721, 62]",2
4230,"[62, 7]",2
3496,"[8, 62]",2
3497,"[8, 62]",2
3498,"[5672, 62]",2
3500,"[8, 62]",2
3501,"[282, 62]",2
3506,"[685, 62]",2
3503,"[62, 23]",2
3508,"[282, 62]",2
3510,"[282, 62]",2
4227,"[282, 62]",2
3511,"[62, 22]",2
3513,"[62, 22]",2
3578,"[8, 62]",2
5416,"[1721, 62]",2
3678,"[5672, 62]",2
3652,"[1721, 62]",2
3633,"[1721, 62]",2
3635,"[62, 7]",2
3636,"[1721, 62]",2
3638,"[62, 7]",2
3640,"[1721, 62]",2
3641,"[62, 7]",2
3642,"[62, 7]",2
3643,"[62, 7]",2
3644,"[5672, 62]",2
3647,"[62, 7]",2
3648,"[62, 23]",2
3649,"[1721, 62]",2
3651,"[1721, 62]",2
3654,"[1721, 62]",2
3581,"[203, 62]",2
3655,"[5672, 62]",2
3656,"[187, 62]",2
3657,"[5672, 62]",2
3658,"[1721, 62]",2
3659,"[1721, 62]",2
3660,"[1721, 62]",2
3661,"[1721, 62]",2
3662,"[1721, 62]",2
5393,"[8, 62]",2
3669,"[5672, 62]",2
3671,"[5672, 62]",2
3673,"[5672, 62]",2
3674,"[5672, 62]",2
3632,"[5672, 62]",2
6369,"[5672, 62]",2
3629,"[1721, 62]",2
3628,"[62, 7]",2
3582,"[59, 62]",2
3585,"[59, 62]",2
3590,"[59, 62]",2
5413,"[8, 62]",2
3593,"[59, 62]",2
6308,"[59, 62]",2
3595,"[282, 62]",2
3596,"[282, 62]",2
4275,"[62, 7]",2
3598,"[62, 22]",2
3601,"[8, 62]",2
3602,"[62, 7]",2
3603,"[62, 7]",2
3604,"[685, 62]",2
5407,"[62, 7]",2
3606,"[685, 62]",2
3610,"[5672, 62]",2
3708,"[5672, 62]",2
6049,"[5672, 62]",2
3616,"[685, 62]",2
5775,"[5672, 62]",2
4552,"[5672, 62]",2
3619,"[62, 22]",2
3621,"[8, 62]",2
3622,"[8, 62]",2
3624,"[8, 62]",2
3625,"[1721, 62]",2
3457,"[3, 62]",2
5920,"[5672, 62]",2
3452,"[8, 62]",2
3386,"[62, 22]",2
3299,"[1721, 62]",2
3460,"[62, 55]",2
3301,"[1721, 62]",2
3302,"[1721, 62]",2
3303,"[1721, 62]",2
3304,"[1721, 62]",2
3305,"[5672, 62]",2
3308,"[5672, 62]",2
3309,"[5672, 62]",2
3312,"[5672, 62]",2
3313,"[5672, 62]",2
3314,"[5672, 62]",2
3318,"[8, 62]",2
3392,"[62, 22]",2
6349,"[5672, 62]",2
3320,"[62, 23]",2
3322,"[1721, 62]",2
3323,"[5672, 62]",2
1991,"[1721, 62]",2
3326,"[8, 62]",2
3327,"[62, 7]",2
3330,"[62, 7]",2
3332,"[1721, 62]",2
3333,"[1721, 62]",2
3334,"[1721, 62]",2
3337,"[5672, 62]",2
3338,"[62, 23]",2
3339,"[1721, 62]",2
3297,"[1721, 62]",2
3296,"[1721, 62]",2
3295,"[1721, 62]",2
3294,"[1721, 62]",2
3248,"[8, 62]",2
3250,"[8, 62]",2
3251,"[282, 62]",2
5543,"[1721, 62]",2
5951,"[5672, 62]",2
3254,"[3, 62]",2
3255,"[3, 62]",2
3258,"[282, 62]",2
3262,"[282, 62]",2
3263,"[282, 62]",2
3266,"[62, 22]",2
3268,"[3, 62]",2
3269,"[3, 62]",2
5540,"[1721, 62]",2
5539,"[1721, 62]",2
3275,"[282, 62]",2
5538,"[1721, 62]",2
3277,"[282, 62]",2
3278,"[282, 62]",2
3281,"[685, 62]",2
3282,"[685, 62]",2
5536,"[62, 7]",2
3284,"[8, 62]",2
4002,"[282, 62]",2
5997,"[5672, 62]",2
3289,"[685, 62]",2
3293,"[62, 7]",2
3340,"[1721, 62]",2
3341,"[62, 23]",2
3342,"[1721, 62]",2
3405,"[8, 62]",2
3408,"[282, 62]",2
3409,"[1721, 62]",2
3411,"[5672, 62]",2
3413,"[5672, 62]",2
3414,"[5672, 62]",2
3415,"[5672, 62]",2
3416,"[5672, 62]",2
3417,"[282, 62]",2
3418,"[282, 62]",2
3420,"[8, 62]",2
3421,"[8, 62]",2
3422,"[8, 62]",2
3423,"[8, 62]",2
3425,"[8, 62]",2
3427,"[8, 62]",2
3428,"[282, 62]",2
5492,"[5672, 62]",2
5491,"[5672, 62]",2
4037,"[8, 62]",2
3436,"[62, 7]",2
3437,"[8, 62]",2
3438,"[8, 62]",2
3443,"[3, 62]",2
3468,"[3, 62]",2
3445,"[62, 22]",2
3446,"[760, 62]",2
3448,"[8, 62]",2
3407,"[8, 62]",2
3404,"[8, 62]",2
3343,"[1721, 62]",2
3403,"[282, 62]",2
3344,"[1721, 62]",2
5520,"[5672, 62]",2
3347,"[5672, 62]",2
3348,"[5672, 62]",2
5519,"[5672, 62]",2
3359,"[5672, 62]",2
3360,"[282, 62]",2
3361,"[282, 62]",2
3363,"[8, 62]",2
3364,"[282, 62]",2
3369,"[685, 62]",2
3370,"[685, 62]",2
3373,"[685, 62]",2
3379,"[62, 22]",2
3380,"[62, 22]",2
3381,"[3, 62]",2
3383,"[8, 62]",2
3384,"[282, 62]",2
3543,"[282, 62]",2
3387,"[62, 22]",2
5917,"[5672, 62]",2
3394,"[282, 62]",2
3396,"[282, 62]",2
3397,"[282, 62]",2
5495,"[5672, 62]",2
3401,"[3, 62]",2
3402,"[8, 62]",2
3675,"[5672, 62]",2
3681,"[5672, 62]",2
4095,"[8, 62]",2
3979,"[1721, 62]",2
3966,"[8, 62]",2
3969,"[282, 62]",2
5206,"[62, 7]",2
5205,"[62, 7]",2
3973,"[8, 62]",2
4094,"[8, 62]",2
4446,"[1721, 62]",2
4550,"[5672, 62]",2
5399,"[8, 62]",2
3974,"[282, 62]",2
3976,"[3, 62]",2
5202,"[62, 7]",2
5567,"[1721, 62]",2
3980,"[282, 62]",2
4005,"[8, 62]",2
3981,"[8, 62]",2
3982,"[8, 62]",2
5199,"[5672, 62]",2
5198,"[5672, 62]",2
3986,"[282, 62]",2
3988,"[8, 62]",2
3991,"[203, 62]",2
3992,"[8, 62]",2
3993,"[282, 62]",2
3995,"[282, 62]",2
3996,"[5672, 62]",2
3998,"[1721, 62]",2
4003,"[282, 62]",2
3965,"[62, 22]",2
5081,"[3, 62]",2
4374,"[760, 62]",2
4082,"[282, 62]",2
5226,"[5672, 62]",2
3935,"[5672, 62]",2
5441,"[1721, 62]",2
3937,"[5672, 62]",2
3939,"[282, 62]",2
3940,"[282, 62]",2
3943,"[282, 62]",2
5217,"[1721, 62]",2
5102,"[62, 863]",2
5890,"[62, 863]",2
3947,"[282, 62]",2
4817,"[8, 62]",2
3949,"[8, 62]",2
4019,"[8, 62]",2
4464,"[8, 62]",2
5214,"[62, 7]",2
3951,"[8, 62]",2
3952,"[8, 62]",2
3954,"[5672, 62]",2
5213,"[62, 7]",2
4016,"[62, 7]",2
4245,"[62, 7]",2
5210,"[62, 7]",2
5209,"[62, 7]",2
5208,"[62, 7]",2
3960,"[282, 62]",2
3961,"[8, 62]",2
4004,"[62, 7]",2
5187,"[62, 7]",2
3682,"[5672, 62]",2
4067,"[1721, 62]",2
4055,"[1721, 62]",2
4056,"[1721, 62]",2
4057,"[1721, 62]",2
4058,"[282, 62]",2
4059,"[8, 62]",2
4060,"[8, 62]",2
5177,"[62, 7]",2
4062,"[62, 7]",2
5939,"[669, 62]",2
4063,"[62, 7]",2
4064,"[1721, 62]",2
4065,"[1721, 62]",2
4066,"[1721, 62]",2
4068,"[1721, 62]",2
4009,"[282, 62]",2
4069,"[1721, 62]",2
4070,"[1721, 62]",2
4071,"[8, 62]",2
4073,"[3, 62]",2
4074,"[8, 62]",2
5176,"[8, 62]",2
4079,"[8, 62]",2
4080,"[282, 62]",2
4081,"[8, 62]",2
4083,"[5672, 62]",2
4086,"[8, 62]",2
5170,"[62, 7]",2
4091,"[8, 62]",2
4054,"[1721, 62]",2
4053,"[5672, 62]",2
4052,"[1721, 62]",2
4051,"[1721, 62]",2
4010,"[62, 55]",2
4011,"[282, 62]",2
4012,"[187, 62]",2
5185,"[62, 7]",2
4017,"[1721, 62]",2
4020,"[62, 55]",2
4021,"[8, 62]",2
4022,"[62, 7]",2
4023,"[8, 62]",2
4024,"[62, 55]",2
4025,"[62, 55]",2
4026,"[62, 7]",2
4027,"[5672, 62]",2
4028,"[62, 7]",2
4029,"[1721, 62]",2
4030,"[1721, 62]",2
4033,"[1721, 62]",2
4034,"[1721, 62]",2
4035,"[1721, 62]",2
4036,"[8, 62]",2
4040,"[760, 62]",2
4042,"[62, 7]",2
4043,"[62, 7]",2
5178,"[62, 7]",2
4047,"[1721, 62]",2
4049,"[1721, 62]",2
4050,"[1721, 62]",2
3933,"[5672, 62]",2
5227,"[5672, 62]",2
3931,"[5672, 62]",2
5302,"[5672, 62]",2
5347,"[5672, 62]",2
3760,"[5672, 62]",2
5342,"[1721, 62]",2
5338,"[8, 62]",2
3771,"[1721, 62]",2
3772,"[5672, 62]",2
4959,"[5672, 62]",2
5328,"[5672, 62]",2
5327,"[5672, 62]",2
5589,"[1721, 62]",2
5322,"[1721, 7]",2
5320,"[1721, 62]",2
5316,"[62, 7]",2
5301,"[5672, 62]",2
3930,"[5672, 62]",2
5300,"[5672, 62]",2
5298,"[5672, 62]",2
5296,"[1721, 62]",2
5295,"[5672, 62]",2
5294,"[1721, 62]",2
5292,"[5672, 62]",2
5291,"[1721, 62]",2
5290,"[5672, 62]",2
5288,"[5672, 62]",2
5286,"[1721, 62]",2
5285,"[1721, 62]",2
